Устройство,Услуга,Цена,Гарантия,Производитель,Тип девайса
  iPhone 4s,Замена GSM антенны,1890.0,90.0,Apple,Смартфон
  iPhone 4s,Замена NAND-flash (16 Гб),2990.0,30.0,Apple,Смартфон
  iPhone 4s,Замена NAND-flash (32 Гб),3490.0,30.0,Apple,Смартфон
  iPhone 4s,Замена NAND-flash (64 Гб),3990.0,30.0,Apple,Смартфон
  iPhone 4s,Замена SIM-ридера,2790.0,30.0,Apple,Смартфон
  iPhone 4s,Замена Wi-Fi/Bluetooth антенны,1890.0,90.0,Apple,Смартфон
  iPhone 4s,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 4s,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 4s,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 4s,Подклейка дисплея,890.0,0.0,Apple,Смартфон
  iPhone 4s,Разбор / сбор,1390.0,0.0,Apple,Смартфон
  iPhone 4s,Ремонт материнской платы,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Ремонт с деталью клиента,1390.0,0.0,Apple,Смартфон
  iPhone 4s,Ремонт цепи питания,990.0,30.0,Apple,Смартфон
  iPhone 4s,Ремонт Wi-Fi модуля,2490.0,30.0,Apple,Смартфон
  iPhone 4s,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка динамика,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка сеточки верхнего микрофона,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка сеточки втулки шумоподавления,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка сеточки нижнего микрофона,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка сеточки полифонического динамика,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка сеточки фронтального микрофона и слухового динамика,1090.0,0.0,Apple,Смартфон
  iPhone 4s,Чистка стекла основной камеры,1090.0,0.0,Apple,Смартфон
  iPhone 5,Замена дисплея в сборе - ORIG,2990.0,90.0,Apple,Смартфон
  iPhone 5,Замена аккумулятора,1890.0,90.0,Apple,Смартфон
  iPhone 5,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 5,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 5,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 5,Восстановление после попадания влаги,1190.0,0.0,Apple,Смартфон
  iPhone 5,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone 5,Замена (реболл) микросхемы памяти (EEPROM),3390.0,30.0,Apple,Смартфон
  iPhone 5,Замена (реболл) модемного процессора,3390.0,30.0,Apple,Смартфон
  iPhone 5,Замена акселерометра,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена аудиокодека,3090.0,30.0,Apple,Смартфон
  iPhone 5,Замена вибромотора,1890.0,90.0,Apple,Смартфон
  iPhone 5,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone 5,Замена датчика освещения/приближения,1290.0,90.0,Apple,Смартфон
  iPhone 5,Замена драйвера вибромотора,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена драйвера вспышки,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена драйвера дисплея,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена драйвера камеры,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена драйвера подсветки,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена задней крышки в сборе,2490.0,14.0,Apple,Смартфон
  iPhone 5,Замена катушки индуктивности,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена ключа зарядки,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена кнопки включения,2390.0,90.0,Apple,Смартфон
  iPhone 5,Замена кнопки переключения вибро,2390.0,90.0,Apple,Смартфон
  iPhone 5,Замена кнопки Home,1990.0,90.0,Apple,Смартфон
  iPhone 5,Замена кнопок громкости,2390.0,90.0,Apple,Смартфон
  iPhone 5,Замена контроллера питания модема,3490.0,30.0,Apple,Смартфон
  iPhone 5,Замена контроллера USB U2 Tristar,3490.0,30.0,Apple,Смартфон
  iPhone 5,Замена контроллера Wi-fi,3490.0,30.0,Apple,Смартфон
  iPhone 5,Замена контроллеров тачскрина Broadcom и Ti,3490.0,30.0,Apple,Смартфон
  iPhone 5,Замена микрофона,2390.0,90.0,Apple,Смартфон
  iPhone 5,Замена основного контроллера питания,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена основной камеры,1590.0,90.0,Apple,Смартфон
  iPhone 5,Замена передатчика,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена передней камеры,1290.0,90.0,Apple,Смартфон
  iPhone 5,Замена полифонического динамика,2090.0,90.0,Apple,Смартфон
  iPhone 5,Замена преобразователя,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена разъема зарядки,2090.0,90.0,Apple,Смартфон
  iPhone 5,Замена разъема на плате,1790.0,30.0,Apple,Смартфон
  iPhone 5,Замена разъема наушников,2090.0,90.0,Apple,Смартфон
  iPhone 5,Замена рамки,2090.0,90.0,Apple,Смартфон
  iPhone 5,Замена сеточки на полифонический динамик/микрофон,1190.0,14.0,Apple,Смартфон
  iPhone 5,Замена сеточки на слуховой динамик,1190.0,14.0,Apple,Смартфон
  iPhone 5,Замена сим-лотка,590.0,14.0,Apple,Смартфон
  iPhone 5,Замена слухового динамика,1990.0,90.0,Apple,Смартфон
  iPhone 5,Замена стекла камеры,1090.0,90.0,Apple,Смартфон
  iPhone 5,Замена трансивера,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена усилителя полифонического динамика,2990.0,30.0,Apple,Смартфон
  iPhone 5,Замена элемента,990.0,30.0,Apple,Смартфон
  iPhone 5,Замена элементов,990.0,30.0,Apple,Смартфон
  iPhone 5,Замена GPS антенны,2090.0,90.0,Apple,Смартфон
  iPhone 5,Замена GSM антенны,2090.0,90.0,Apple,Смартфон
  iPhone 5,Замена NAND-flash (16 Гб),3490.0,30.0,Apple,Смартфон
  iPhone 5,Замена NAND-flash (32 Гб),3990.0,30.0,Apple,Смартфон
  iPhone 5,Замена NAND-flash (64 Гб),4490.0,30.0,Apple,Смартфон
  iPhone 5,Замена SIM-ридера,3290.0,30.0,Apple,Смартфон
  iPhone 5,Замена Wi-Fi/Bluetooth антенны,2090.0,90.0,Apple,Смартфон
  iPhone 5,Обновление ПО,890.0,0.0,Apple,Смартфон
  iPhone 5,Обтяжка гидрогелевой защитой,1290.0,14.0,Apple,Смартфон
  iPhone 5,Перенос данных,890.0,0.0,Apple,Смартфон
  iPhone 5,Подклейка дисплея,990.0,0.0,Apple,Смартфон
  iPhone 5,Разбор / сбор,1490.0,0.0,Apple,Смартфон
  iPhone 5,Ремонт материнской платы,2990.0,30.0,Apple,Смартфон
  iPhone 5,Ремонт с деталью клиента,1490.0,0.0,Apple,Смартфон
  iPhone 5,Ремонт цепи питания,990.0,30.0,Apple,Смартфон
  iPhone 5,Ремонт Wi-Fi модуля,2990.0,30.0,Apple,Смартфон
  iPhone 5,Срочный ремонт,690.0,0.0,Apple,Смартфон
  iPhone 5,Чистка динамика,1190.0,0.0,Apple,Смартфон
  iPhone 5,Чистка переключателя бесшумного звонка (без разбора),590.0,0.0,Apple,Смартфон
  iPhone 5,Чистка разъема зарядки/наушников (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 5,Чистка сеточки верхнего микрофона,1190.0,0.0,Apple,Смартфон
  iPhone 5,Чистка сеточки втулки шумоподавления,1190.0,0.0,Apple,Смартфон
  iPhone 5,Чистка сеточки нижнего микрофона,1190.0,0.0,Apple,Смартфон
  iPhone 5,Чистка сеточки полифонического динамика,1190.0,0.0,Apple,Смартфон
  iPhone 5,Чистка сеточки фронтального микрофона и слухового динамика,1190.0,0.0,Apple,Смартфон
  iPhone 5,Чистка стекла основной камеры,1190.0,0.0,Apple,Смартфон
  iPhone 5c,Замена дисплея в сборе - ORIG,2990.0,90.0,Apple,Смартфон
  iPhone 5c,Замена аккумулятора,1890.0,90.0,Apple,Смартфон
  iPhone 5c,Проклейка дисплея (восстановление влагозащиты),790.0,0.0,Apple,Смартфон
  iPhone 5c,Активация и настройка Apple ID,690.0,0.0,Apple,Смартфон
  iPhone 5c,Внешняя чистка (без разбора устройства),590.0,0.0,Apple,Смартфон
  iPhone 5c,Восстановление после попадания влаги,1190.0,0.0,Apple,Смартфон
  iPhone 5c,Восстановление слоёв платы,1190.0,30.0,Apple,Смартфон
  iPhone 5c,Замена (реболл) микросхемы памяти (EEPROM),3390.0,30.0,Apple,Смартфон
  iPhone 5c,Замена (реболл) модемного процессора,3390.0,30.0,Apple,Смартфон
  iPhone 5c,Замена акселерометра,2990.0,30.0,Apple,Смартфон
  iPhone 5c,Замена аудиокодека,3090.0,30.0,Apple,Смартфон
  iPhone 5c,Замена вибромотора,1890.0,90.0,Apple,Смартфон
  iPhone 5c,Замена винтов,490.0,14.0,Apple,Смартфон
  iPhone 5c,Замена датчика освещения/приближения,1290.0,90.0,Apple,Смартфон
  iPhone 5c,Замена драйвера вибромотора,2990.0,30.0,Apple,Смартфон
  iPhone 5c,Замена драйвера вспышки,2990.0,30.0,Apple,Смартфон
  iPhone 5c,Замена драйвера дисплея,2990.0,30.0,Apple,Смартфон
  iPhone 5c,Замена драйвера камеры,2990.0,30.0,Apple,Смартфон
